"date","result_num","freshwater","forecast","uncertainty","nearterm","model_approach","notes","hydrological","email"
"7/4/2022 8:00:13",735,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:02:10",736,"yes; groundwater","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:03:32",737,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"7/4/2022 8:04:45",738,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:06:28",739,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 8:26:37",740,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:09:38",741,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 8:11:52",742,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 8:12:59",743,"yes; surface water","hindcast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:23:41",744,"yes; groundwater","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:27:38",745,"yes; surface water","hindcast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:28:25",746,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 8:29:01",747,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 8:31:01",748,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:31:58",749,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 8:35:12",750,"yes; surface water","hindcast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:36:49",751,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:38:08",752,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:40:37",753,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 8:41:36",754,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 8:43:38",755,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:45:44",756,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 8:47:05",757,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:48:03",758,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:48:51",759,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 8:52:04",760,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:00:05",761,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"7/4/2022 9:00:48",762,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 9:03:54",763,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:06:06",764,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 9:07:51",765,"yes; surface water","hindcast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:08:30",766,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 9:09:38",767,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:11:45",768,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:14:28",769,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:15:25",770,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 9:16:13",771,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 9:18:04",772,"yes; surface water","hindcast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:20:00",773,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 9:52:46",774,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 9:55:43",775,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 9:59:37",776,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:00:43",777,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:02:33",778,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:04:30",779,"yes; surface water","none of the above",NA,NA,NA,"CHECK OUT this paper talks about incorrect specification of wavelet models for hydrology and proposes forecasting best practices","yes","melofton@vt.edu"
"7/4/2022 10:06:11",780,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:07:25",781,"yes; surface water","none of the above",NA,NA,NA,"opinion piece on maintaining forecast skill and consistency when scaling up forecasts","yes","melofton@vt.edu"
"7/4/2022 10:10:29",782,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:12:37",783,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 10:13:19",784,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 10:14:06",785,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:18:06",786,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 10:19:13",787,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 10:22:07",788,"yes; surface water","forecast","yes","yes","time series model (e.g. ARIMA)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:23:16",789,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 10:24:56",790,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:28:25",791,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:29:01",792,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 10:33:55",793,"yes; groundwater","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 10:34:46",794,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 10:36:27",795,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:38:16",796,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:41:23",797,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"no","melofton@vt.edu"
"7/4/2022 10:43:49",798,"yes; surface water","nowcast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"no","melofton@vt.edu"
"7/4/2022 10:46:59",799,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:47:17",800,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 10:47:35",801,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 10:48:50",802,"yes; surface water","none of the above",NA,NA,NA,"scenario development study based on expert elicitation","no","melofton@vt.edu"
"7/4/2022 10:50:48",803,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:53:05",804,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:55:05",805,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"7/5/2022 8:32:19",806,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"7/4/2022 10:59:14",807,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 11:01:01",808,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:02:30",809,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:03:28",810,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:05:05",811,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/5/2022 17:25:13",812,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:07:18",813,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 11:08:27",814,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:11:47",815,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:12:28",816,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 11:13:53",817,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:15:23",818,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:18:51",819,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 11:20:47",820,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:22:53",821,"yes; surface water","can't tell","can't tell","can't tell",NA,"not in English","yes","melofton@vt.edu"
"7/6/2022 7:34:19",822,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 11:24:54",823,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 11:26:02",824,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 11:28:15",825,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 11:30:14",826,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
